"Category_Minor","ln","lt"
"Tax Offices",23.8815095,37.99311077422
"Tax Offices",23.6423109,37.950013296875
"Tax Offices",23.7104339624098,37.9614794999999
"Tax Offices",23.6898402557319,37.959996
"Tax Offices",23.7293053636364,38.0234267104377
"Tax Offices",23.7533043,38.0413091774704
"Tax Offices",23.7017132283734,37.9447690774208
"Tax Offices",23.767536403489,37.8671345899978
"Tax Offices",23.7683468,38.0535565601108
"Tax Offices",23.7987557529505,38.0038573662619
"Tax Offices",23.646355,37.9443971704989
"Tax Offices",23.644786,37.947977
"Tax Offices",23.7705134969799,37.9990183
"Tax Offices",23.7259748348416,37.982436
"Tax Offices",23.802085,38.048804
"Tax Offices",23.7259616561267,37.9780776805114
"Tax Offices",23.7563109709116,38.0218470111923
"Tax Offices",23.7428774,37.9367673174603
"Tax Offices",23.7415350107041,37.961552
"Tax Offices",23.638786,37.936936
"Tax Offices",23.8049808,38.0204594307582
"Tax Offices",23.7584,37.9641605731115
"Tax Offices",23.739526,37.995817
"Tax Offices",23.680913,38.008867
"Tax Offices",23.540444,38.046954
"Tax Offices",23.8724649263321,37.9012423683396
"Tax Offices",23.7315906589689,37.990718
"Tax Offices",23.642233976578,37.9977547011581
"Tax Offices",23.7839932765374,37.9985971570093
"Tax Offices",23.7980016866736,38.0742335601066
"Tax Offices",23.6985393729748,37.953406875
"Tax Offices",23.8295695432204,38.0137763945091
"Tax Offices",23.6985393729748,37.953406875
"Tax Offices",23.7980016866736,38.0742335601066
"Tax Offices",23.754906,37.9145983562753
"Tax Offices",23.7286035,37.9246402629758
"Tax Offices",23.7647028,37.9791826761079
"Foreign Language Schools|Teachers",23.6927,37.9291
"Universities",23.736759,37.9814784935164
"Universities",23.6351705,37.9536823877493
"Universities",23.804156,37.834171
"Universities",23.708846234977,37.9607468499869
"Universities",23.768714,37.983535
"Universities",23.7009640328148,37.9619083389793
"Universities",23.7328811886251,37.9815225714286
"Universities",23.73546825,37.9800404558824
"Universities",23.7299192027027,37.980543
"Universities",23.6908453936287,37.9622580367908
"Universities",23.7731091924393,37.9784755999999
"Universities",23.7541254096916,37.9773175
"Universities",23.7424583333333,37.9867433030303
"Universities",23.7058026427146,37.983036
"Universities",23.7299192027027,37.980543
"Universities",23.7326825187002,37.9786368850541
"Universities",23.7599063148482,37.9866702
"Universities",23.7304847141561,37.988123417825
"Universities",23.5841577751157,38.0395886638677
"Universities",23.7319571080386,37.993888924103
"Universities",23.7653944328605,37.9831607
"Universities",23.7319571080386,37.993888924103
"Universities",23.7304847141561,37.988123417825
"Universities",23.7329262315796,37.9991994384646
"Grill Restaurants",23.4688437595597,37.923329405095
"Universities",23.7288944437086,37.979658
"Universities",23.730704,37.984234
"Universities",23.7663473211942,37.9832173078389
"Universities",23.66402,37.949038
"Universities",23.7353835,37.9801424558824
"Universities",23.7383387999999,37.9799652724569
"Universities",23.7603255613801,37.9824011250076
"Universities",23.7358281199328,37.9830031
"Universities",23.7320793241158,37.9943739691594
"Universities",23.739526,37.995817
"Universities",23.7118154167037,37.9755267040632
"Universities",23.6506311666667,37.9418759221909
"Universities",23.7867753368665,38.0810557952096
"Universities",23.7196633121196,37.9593896495084
"Universities",23.6705605,37.9567771094839
"Universities",23.7326825187002,37.9786368850541
"Dentists",23.7489,37.863
"Dentists",23.6504,37.9386
"Dentists",23.6258,37.9581
"Dentists",23.6239,37.9647
"Psychologists",23.6769,37.9498
"Psychologists",23.6459,37.9397
"Psychologists",23.7542,37.9786
"Locksmiths|Blinds|Roller Shutters|Car Locks",23.6525,37.9741
"Pharmacies|Cosmetics|Health & Diet Foods|Homeopathy|Disability & Orthopaedic Products",23.6746,37.9491
"Pharmacies",23.4675827460327,37.9213610262823
"Pharmacies",23.479286133777,37.936635417779
"Pharmacies",23.461975,37.920114
"Car Garages|Auto Parts",23.6539,37.9541
"Car Rental",23.6404,37.9458
"Cafes",23.740947,38.049845
"Car Garages|Auto Parts|Auto & Motorcycles Electrical Repair Services|Auto Gas Tank Installation & Service (LPG)",23.6151,37.9595
"Travel Agencies",23.6404,37.9458
"Lawyers & Law Firms",23.6455,37.9412
"Lawyers & Law Firms",23.6421,37.9386
"Lawyers & Law Firms",23.6743,37.9608
"Drainage Cleaning|Plumbers & Plumbing Services",23.6511,37.952
"Orthopaedics",23.7198,37.9425
"Umbrellas|Camping Gear|Garden & Terrace Furniture",23.6927,37.9591
"Furniture (General)|Children Furniture",23.6573,37.9506
"Τimber|Furniture Supplies",23.6126,37.9654
"Pawnshops|Jewellery|Gold Workshops",23.6442,37.9465
"Pawnshops|Jewellery|Gold Workshops",23.6287,37.9581
"Elevators|Lifting Machines",23.6807,37.9446
"Glass Products|Mirrors",23.6474,37.9469
"Urologists",23.6571,37.9618
"Urologists",23.6502,37.9421
"Urologists",23.7415,37.9262
"Urologists",23.6485,37.942
"Urologists",23.6518,37.9762
"Urologists",23.6441,37.9395
"Electrical Appliance Repair & Service|Plumbers & Plumbing Services|Refrigeration Services|Electricians & Electrical Services",23.7244,37.9868
"Oculists",23.6447,37.9349
"Civil Engineers|Construction Companies|Energy Inspectors",23.6484,37.9436
"Civil Engineers|Building Restoration & Preservation|Energy Inspectors",23.6203,37.9609
"Retirement Houses",23.6629,37.9742
"Pizza",23.4615050211172,37.9198602290732
"Super Markets",23.464142,37.92034
"Super Markets",23.4596703391134,37.9232554
"Otolaryngologists",23.6461,37.941
"Aluminium Products & Constructions|Safety Doors|Tents & Awnings|Building Restoration & Preservation|Mosquito Nets",23.6397,37.9583
"Photography Studios & Photographers|Wedding & Baptism",23.65,37.9409
"Grill Restaurants",23.4675992011561,37.9218970738085
"Grill Restaurants",23.4664454894102,37.9234303209584
"Ballet & Dance Schools",23.50207,37.96421
"Refrigeration Services|Air Conditioning",23.7522,37.9032
"Moving Services|Domestic Transport Services",23.6267,37.9719
"Restaurants",23.466615378389,37.9219654145672
"Ouzo & Tsipouro Restaurants",23.4674307699297,37.9223673276589
"Restaurants",23.4088557671499,37.9045854906369
"Restaurants",23.49208,37.912902
"Ouzo & Tsipouro Restaurants",23.4609720106209,37.9195211824835
"Ouzo & Tsipouro Restaurants",23.455908,37.923366
"Pet Shops|Grooming & Pet Care",23.6504,37.9675
"Driving Schools",23.7111,37.9473
"Driving Schools",23.7113,37.99
"Driving Schools",23.6454,37.9768
"Driving Schools",23.6806,38.0265
"Driving Schools",23.7115,37.9123
"Driving Schools",23.7668,37.9738
"Driving Schools",23.7401,37.9844
"Driving Schools",23.7155,37.935
"Driving Schools",23.7579,37.868
"Driving Schools",23.7186,38.004
"Driving Schools",23.7439,37.9904
"Driving Schools",23.7632,37.9859
"Driving Schools",23.6574,37.9732
"Driving Schools",24.0078,38.0196
"Driving Schools",23.7649,37.8941
"Driving Schools",23.6397,37.9597
"Driving Schools",23.707,37.9287
"Driving Schools",23.696,37.9318
"Driving Schools",23.6633,38.0078
"Driving Schools",23.7362,37.9963
"Driving Schools",23.705,38.0028
"Driving Schools",23.7387,37.9226
"Driving Schools",23.7365,37.9503
"Driving Schools",23.6523,38.0072
"Driving Schools",23.7287,38.0459
"Driving Schools",23.6955737010387,38.0061869691547
"Driving Schools",23.7727279999999,38.0598205104166
"Driving Schools",23.8509095902239,37.9858977553456
"Driving Schools",23.8098820753791,38.0257310615153
"Driving Schools",23.7292216059317,37.9666884444444
"Driving Schools",23.7471069999999,37.9642887125168
"Driving Schools",23.5404863999999,38.04089925918
"Driving Schools",23.6899739576368,37.9321019887902
"Driving Schools",23.6994406999999,38.0109527
"Driving Schools",23.6442787,37.9397487421687
"Driving Schools",23.6337317738667,37.9644722231559
"Driving Schools",23.6477133307198,37.9769032037727
"Driving Schools",23.737731,38.003821
"Driving Schools",23.8220176696777,38.013557434082
"Driving Schools",23.7327542099678,38.0128489
"Driving Schools",23.759373019178,37.9769753
"Driving Schools",23.7880492916247,37.9993948
"Driving Schools",23.680568309828,38.0267839
"Driving Schools",23.6689707196261,37.9479575999999
"Speech Therapists & Language Pathologists|Occupational Τherapy & Τherapists",23.6203,37.959
"Florists",23.455908,37.923366
"Gas Stations",23.452569,37.923905
"Gas Stations",23.455908,37.923366
"Gas Stations",23.471591,37.922217
"Bicycles",23.7961,38.0059
"Bicycles",24.0029,37.9692
"Bicycles",23.8752,38.0044
"Bicycles|Motorcycle Parts|Motorcycle Accessories|Motorcycle Repair",23.9814,37.8072
"Bicycles|Toys",23.6567,37.964
"Bicycles|Sporting Goods",23.6957,38.0345
"Bicycles|Sporting Goods",23.9368,38.0004
"Bicycles",23.799,38.0383
"Motorcycle & Scooter Rental|Bicycles",23.7559,37.9688
"Bicycles",23.6467227935791,37.947639465332
"Bicycles",23.71079425,37.9449872175324
"Bicycles",23.7471445863432,37.9890774
"Bicycles",23.774826,38.003546
"Bicycles",23.65781018125,38.0123986
"Bicycles",23.7011599336898,37.9987074
"Bicycles",23.7038136068232,38.0307859817245
"Bicycles",23.7652686060606,38.051055
"Bicycles",23.6836904,38.024020365625
"Bicycles",23.6380004882812,37.9689483642578
"Bicycles",23.7654800415039,37.9805450439453
"Bicycles",23.7650385,37.9899290801749
"Bicycles",23.6493342,37.9607712333333
"Bicycles",23.8189569713895,38.0862546286943
"Bicycles",23.8402653790893,38.01781175
"Bicycles",23.7288666596544,37.9888737540181
"Bicycles",23.7144908905029,38.033145904541
"Bicycles",23.8078709628906,38.0248205
"Bicycles",23.7890047335925,38.0729542046745
"Bicycles",23.5370074285714,38.0462847077175
"Bicycles",23.7335763455029,37.967077569445
"Bicycles",23.7990802785079,38.022915
"Bicycles",23.746549503547,37.9059728447416
"Bicycles",23.814682,38.0326978339416
"Bicycles",23.916784,37.732478
"Bicycles",23.7104142333034,37.9637279999999
"Bicycles",23.7750395588528,38.0356000999999
"Bicycles",23.802981,37.830136
"Bicycles",23.7447693201878,37.9680676
"Bicycles",23.7103472330539,38.0224055267392
"Bicycles",23.828765066787,38.013783
"Bicycles",23.70745381477,37.9876035
"Hairdressers & Barbers|Nails Salons",23.7317,38.0178
"Beauty Salons & Weight Loss Centres|Nails Salons",23.7996,38.0275
"Hairdressers & Barbers|Nails Salons",23.769,38.0359
"Hairdressers & Barbers|Nails Salons",23.7901,38.0503
"Hairdressers & Barbers|Nails Salons",23.7533,38.0416
"Hairdressers & Barbers|Nails Salons",23.7186,37.9131
"Hairdressers & Barbers|Nails Salons",23.6947,37.9471
"Hairdressers & Barbers|Nails Salons",23.6969,37.9487
"Nails Salons|Hairdressers & Barbers",23.7483,37.9056
"Hairdressers & Barbers|Nails Salons",23.705,38.0313
"Hairdressers & Barbers|Nails Salons",23.7314,37.9183
"Hairdressers & Barbers|Nails Salons",23.7588,38.0462
"Nails Salons",23.8356,38.0585
"Nails Salons|Beauty Salons & Weight Loss Centres",23.7182,38.0043
"Hairdressers & Barbers|Nails Salons",23.7842,38.0036
"Hairdressers & Barbers|Nails Salons",23.75,38.0229
"Nails Salons|Beauty Salons & Weight Loss Centres",23.793,38.0587
"Nails Salons",23.7116,37.9463
"Hairdressers & Barbers|Nails Salons",23.8361,38.0512
"Beauty Salons & Weight Loss Centres|Nails Salons",23.7508,37.9816
"Hairdressers & Barbers|Nails Salons",23.7403,37.9783
"Nails Salons",23.7264,38.0179
"Hairdressers & Barbers|Nails Salons",23.708,37.916
"Hairdressers & Barbers|Nails Salons",23.5404,38.0467
"Beauty Salons & Weight Loss Centres|Nails Salons",23.7386,37.9769
"Nails Salons|Hairdressers & Barbers",23.8436,38.0279
"Nails Salons|Beauty Salons & Weight Loss Centres|Hairdressers & Barbers|Massage",23.7387,37.924
"Hairdressers & Barbers|Beauty Salons & Weight Loss Centres|Nails Salons",23.6933,37.9276
"Hairdressers & Barbers|Beauty Salons & Weight Loss Centres|Nails Salons",23.8432,38.1929
"Nails Salons|Cosmetics|Beauty Salons & Weight Loss Centres",23.7352,37.9776
"Nails Salons|Beauty Salons & Weight Loss Centres",23.6835,38.0303
"Hairdressers & Barbers|Nails Salons",23.6923,38.0107
"Nails Salons|Beauty Salons & Weight Loss Centres",23.7549,37.9182
"Hairdressers & Barbers|Nails Salons",23.7126,37.9118
"Beauty Salons & Weight Loss Centres|Nails Salons",23.6944,37.929
"Beauty Salons & Weight Loss Centres|Nails Salons",23.7673,38.0465
"Nails Salons|Beauty Salons & Weight Loss Centres",23.8331,38.0512
"Beauty Salons & Weight Loss Centres|Nails Salons",23.5399,38.0518
"Hairdressers & Barbers|Nails Salons",23.8123,38.0049
"Nails Salons|Beauty Salons & Weight Loss Centres",23.8297,38.0043
"Hairdressers & Barbers|Nails Salons",23.7423,37.9701
"Nails Salons|Massage",23.7525,38.0429
"Nails Salons",23.7121,38.0565
"Beauty Salons & Weight Loss Centres|Nails Salons",23.649,37.9406
"Hairdressers & Barbers|Nails Salons",23.7622,37.9585
"Hairdressers & Barbers|Nails Salons",23.6815,37.9906
"Hairdressers & Barbers|Nails Salons",23.653,37.9884
"Hairdressers & Barbers|Nails Salons",23.7408,38.0023
"Obstetricians & Gynaecologists|General Surgeons",23.6478,37.9455
"Printing Services|Greeting Cards & Posters|Tapes & Labels|Graphic Arts|Digital Printing - Offset",23.7028,37.9543
"Auto Gas Tank Installation & Service (LPG)",23.455908,37.923366
"Cash Registers|Office Supplies|Office & Store Equipment|Scales|Computer Parts",23.7081,37.9686
"Cash Registers|Office Machines|Scales|Computer Software Development|Food Service Equipment",23.6432,37.9428
"Gyms",23.509687,37.969438
"Pulmonary Phycisians",23.7136,37.9124
"Pulmonary Phycisians|Antismoking Centres",23.6481,37.9441
"Taverns",23.4555861349181,37.9236029710248
"Taverns",23.4458608650818,37.9255905946764
"Taverns",23.455908,37.923366
"Real Estate Agents",23.464142,37.92034
"Real Estate Agents",23.467599,37.9225
"Water Sports",23.6609,37.9441
"Water Sports",23.767621,37.8516807330508
"Water Sports",23.7076245714286,37.9176747557923
"Water Sports",23.7770973183246,37.9992749
"Water Sports",24.0283705081831,38.1430921311167
"Water Sports",23.6517666953317,37.9880665
"Water Sports",24.0159537326945,38.1379219315066
"Water Sports",23.7195161855636,37.9167521355112
"Water Sports",23.9991938432052,37.9628399359819
"Internet Cafes",23.8188,38.0143
"Internet Cafes|Cafes",23.6824,37.9945
"Internet Cafes",23.7649457939119,38.0456763099217
"Internet Cafes",24.0138710422967,38.0161587522898
"Cafes",23.6490698150943,37.9398786
"Internet Cafes",23.5835266330069,38.0658911642442
"Internet Cafes",23.7566455,37.9909806757925
"Internet Cafes",23.7053213662035,38.0309208265353
"Internet Cafes",24.0082889958862,37.9728292220924
"Internet Cafes",23.7324681,37.9839675555556
"Internet Cafes",23.6246463909772,37.9532938223905
"Internet Cafes",23.7424989812664,37.9345092999999
"Internet Cafes",23.7220864384615,37.935228
"Internet Cafes",23.8720288968199,37.9008091303321
"Internet Cafes",23.5640911181291,37.9653017542992
"Internet Cafes",23.7599158908948,37.89111325
"Internet Cafes",23.6420155,37.9764578114583
"Internet Cafes",23.748664,37.9668746
"Internet Cafes",23.727363,37.931465
"Internet Cafes",23.7309510744815,38.0043395
"Internet Cafes",23.7986533145776,38.0205553218564
"Internet Cafes",23.7563109709116,38.0218470111923
"Internet Cafes",24.054881,37.715433
"Internet Cafes",23.7209163969352,38.0312346602775
"Internet Cafes",23.7192603327154,37.9574207
"Internet Cafes",23.4926122367705,37.9631446719498
"Internet Cafes",23.581682,38.062872
"Internet Cafes",23.6515190851696,37.9429057184723
"Internet Cafes",23.648924,37.9417101887811
"Internet Cafes",23.7661467659933,37.993085
"Internet Cafes",23.7488109890109,38.0358784999999
"Internet Cafes",23.9794535897436,37.808158
"Internet Cafes",23.670331,37.95495
"Internet Cafes",23.7359362405223,37.9998497833659
"Internet Cafes",23.7479567527771,37.9890095020053
"Internet Cafes",23.6505375714285,37.9761959432644
"Internet Cafes",23.8387916666666,38.0567811019503
"Internet Cafes",23.7421386181327,38.0024864227273
"Internet Cafes",23.8026356033472,38.0214842
"Internet Cafes",23.8036283065146,38.0570039
"Internet Cafes",23.7526652687856,38.0118864538684
"Internet Cafes",23.7604144850123,37.8894096920563
"Internet Cafes",23.6644889241645,38.0053234820609
"Internet Cafes",23.5891496370558,38.064516
"Internet Cafes",23.7655428373866,38.0471785894132
"Internet Cafes",23.7903709054054,38.0591594
"Internet Cafes",23.7562945534825,37.9650163333333
"Internet Cafes",23.6341667493434,37.9310735471997
"Recorded Music Companies",23.7468133333333,38.0165149
"Recorded Music Companies",23.7428378,37.9879535122004
"Recorded Music Companies",23.7904964,38.0209234005429
"Recorded Music Companies",23.7383458333333,37.9380462943722
"Recorded Music Companies",23.7925415506141,37.998728
"Recorded Music Companies",23.752361551245,37.9636124
"Recorded Music Companies",23.7925415506141,37.998728
"Recorded Music Companies",23.716128,37.922028
"Recorded Music Companies",23.8285133,38.0210739303951
"Recorded Music Companies",23.7622909270929,37.8630216245407
"Recorded Music Companies",23.7660409752905,37.9993419
"Recorded Music Companies",23.6467236999999,37.9476390847222
"Recorded Music Companies",23.797304,38.03447
"Recorded Music Companies",23.8037880203617,38.0080032164364
"Recorded Music Companies",23.7361809519393,37.9845015
"Recorded Music Companies",23.7418648851003,37.9607494
"Recorded Music Companies",23.7346668910886,37.9848586875629
"Recorded Music Companies",23.7505290597484,37.8631965
"Recorded Music Companies",23.7956554498127,38.0155883
"Recorded Music Companies",23.8104463469388,38.047355
"Recorded Music Companies",23.7671043909465,37.886994
"Recorded Music Companies",23.789285803988,38.0018358235515
"Recorded Music Companies",23.7611352991949,37.8897911834402
"Recorded Music Companies",23.7500204643123,37.9722729647366
"Recorded Music Companies",23.8197363464205,38.0362983205446
"Recorded Music Companies",23.722118,37.9848319664804
"Recorded Music Companies",23.7185246569755,37.9889074696402
"Recorded Music Companies",23.729974866782,37.9776454999999
"Recorded Music Companies",23.7547887525593,37.9776778744598
"Recorded Music Companies",23.8169423954423,38.0125144999999
"Recorded Music Companies",23.8565051427291,37.9874107355478
"Recorded Music Companies",23.7961213367781,38.0047944
"Recorded Music Companies",23.6314890686377,37.9579743385428
"Recorded Music Companies",23.8021430351328,38.0073836637392
"Recorded Music Companies",23.7046932857142,37.9276666199589
"Recorded Music Companies",23.938734,37.8886651214689
"Recorded Music Companies",23.7306377,37.9851619544218
"Recorded Music Companies",23.7433955,37.9716768448276
"Recorded Music Companies",23.7511536033239,37.892163
"Recorded Music Companies",23.8259886992219,38.0154760327827
"Recorded Music Companies",23.484974,37.747047
"Cafes",23.4604784841619,37.9190919224695
"Cafes",23.4565702910501,37.9238079486368
"Clubs",23.4569057817536,37.9235606548437
"Billiards",23.8275510586264,38.0140113072029
"Billiards",23.6503396666666,37.9406961065514
"Billiards",23.7110546372815,37.9477699120991
"Billiards",23.7440838908046,38.0216948
"Billiards",23.648864,37.989277
"Billiards",23.7700171374536,37.979614
"Billiards",23.81821633939,38.0977872591025
"Billiards",23.7537658999999,37.9284097696914
"Billiards",23.8039813333333,38.0028036053698
"Billiards",23.8109998429755,38.07047423974
"Billiards",23.7246662,37.964641
"Billiards",23.6773349811321,37.955853
"Billiards",23.6796969723207,38.0342308989101
"Billiards",23.7345108,37.958619388785
"Billiards",23.6874158446429,37.9574049
"Billiards",23.8724202315274,37.9019202291385
"Billiards",23.761249,37.992655
"Billiards",23.728171,38.017418
"Billiards",23.7329795246862,38.0031109137569
"Billiards",23.716973,37.9924535484849
"Billiards",23.6773506594189,38.0371487314522
"Billiards",23.761169,37.959555
"Billiards",23.5730642,37.9646143125
"Cultural Centres|Theatres",23.6917,37.9633
"Theatres",23.6279753,37.9632822033707
"Theatres",23.733504,37.9824809457627
"Theatres",23.720948,37.979416
"Theatres",23.74816,37.966531
"Theatres",23.670243,37.946
"Theatres",23.72683,37.990606
"Theatres",23.7488637,37.9431097703339
"Theatres",23.711278625,37.9831745336787
"Theatres",23.71273375,37.9789434296188
"Theatres",23.729749,37.991185
"Theatres",23.7643692586594,37.9941809364571
"Theatres",23.7221063789517,37.983835
"Theatres",23.744704908046,37.9880873333333
"Theatres",23.7425945981264,37.9593098
"Theatres",23.7210287095238,37.9862659
"Theatres",23.7477208428571,37.9671243
"Theatres",23.7493224349881,37.992564
"Theatres",23.736447,38.005733
"Theatres",23.7348591285714,37.9769153999999
"Theatres",23.7307099774852,37.9699905879981
"Theatres",23.7364907333333,37.9986911
"Theatres",23.734916,38.005721
"Theatres",23.7622235163323,37.9334809
"Theatres",23.72483,37.984666
"Theatres",23.8313138805363,38.0314162108188
"Theatres",23.72483,37.984666
"Theatres",23.726578,37.962336
"Theatres",23.71576,37.990228
"Theatres",23.7194894977478,37.987044625
"Theatres",23.7057161729053,37.9723431069505
"Theatres",23.7206068,37.9821313752022
"Theatres",23.7321855,38.0027535529197
"Theatres",24.038318,37.870242
"Theatres",23.7174393286971,37.9539350734411
"Theatres",23.7305323333333,37.9693758810787
"Theatres",23.722906,37.984977
"Theatres",23.737697,37.976672323764
"Theatres",23.735679,37.95631
"Theatres",23.7225373295359,37.9790175
"Theatres",23.758843,37.979293
"Theatres",23.7209704350817,37.9781103300252
"Theatres",23.721001792093,37.9785169408474
"Theatres",23.695897457593,37.9637185549159
"Theatres",23.720559,37.9819868247978
"Theatres",23.7312205,37.982469748062
"Theatres",23.7418899973648,37.9899722
"Theatres",23.712481,37.981681
"Courts",23.6481117525759,37.9345816931353
"Courts",23.751882,37.9886751282723
"Courts",23.753983,37.988787
"Courts",23.692496,37.950288
"Courts",23.754577,37.990672
"Courts",23.8761510680917,37.9097569073862
"Courts",23.751882,37.9886751282723
"Courts",23.692496,37.950288
"Courts",23.701323,38.011161
"Courts",23.64825,37.963994
"Courts",23.7664025882919,37.9948892
"Courts",23.642261,37.940241
"Courts",23.64252475,37.9391099696056
"Courts",23.64825,37.963994
"Courts",23.64518809991,37.9469445338826
"Courts",23.8761296104194,37.9097272761961
"Courts",23.753776,37.98802
"Courts",23.642261,37.940241
"Courts",23.790666,38.023314
"Courts",23.731666,37.9817400882353
"Courts",23.751882,37.9886751282723
"Courts",23.791123,38.024085
"Courts",23.75659,37.985827
"Courts",23.751882,37.9886751282722
"Courts",23.754577,37.990672
"Courts",23.7519359403892,37.9884192
"Courts",23.751882,37.9886751282722
"Courts",23.754577,37.990672
"Courts",23.7025311998912,37.9754984237695
"Courts",23.7299761892192,38.000265332534
"Courts",23.8135516697154,38.0534006666667
"Courts",23.7661531882919,37.9946986
"Courts",23.642261,37.940241
"Courts",23.7519359403893,37.9884192
"Courts",23.642261,37.940241
"Courts",23.7661531882919,37.9946986
"Courts",23.751882,37.9886751282723
"Courts",23.751882,37.9886751282723
"Courts",23.6481117525758,37.9345816931353
"Courts",23.6474916666666,37.9448497261904
"Courts",23.70028675,37.9209152833642
"Courts",23.642261,37.940241
"Courts",23.7079596817677,38.0335798278267
"Courts",23.645174806391,37.94589175
"Courts",23.644125,37.9416090313175
"Banks",23.7340414999999,37.978985128524
"Banks",23.7091943994296,37.950604363252
"Banks",23.6564863405743,37.9800695
"Banks",23.8079260123239,38.0504939225183
"Churches - Temples - Monasteries",23.6683446666667,37.9893417609313
"Churches - Temples - Monasteries",23.6683045185185,37.9839569
"Churches - Temples - Monasteries",23.6727372,38.0012963571429
"Churches - Temples - Monasteries",23.678081,37.982966
"Churches - Temples - Monasteries",23.6723305,37.9849802271062
"Churches - Temples - Monasteries",23.681755890811,38.0011895750507
"Churches - Temples - Monasteries",23.6863407583306,37.999456
"Churches - Temples - Monasteries",23.6690293165029,37.9993531
"Churches - Temples - Monasteries",23.6815860662628,37.9919965483099
"Churches - Temples - Monasteries",23.6763263169464,37.9927905555556
"Veterinarians|Veterinary Clinics & Animal Hospitals",23.6609,37.9763
"Veterinary Clinics & Animal Hospitals",23.6810000781064,37.9877299021592
"Veterinary Clinics & Animal Hospitals",23.679341471597,37.9929416666667
"Veterinary Clinics & Animal Hospitals",23.6768897663101,37.9921252
"Hospitals",23.6849105,37.9945360316973
"Hospitals",23.6829640585023,37.9903745
"Veterinary Clinics & Animal Hospitals",23.638557,37.955438
"Hotels|Hotel & Tourism Enterprises",23.6627,38.0007
"Museums",23.684042,37.996342574171
"Police Stations",23.680394,37.986262
"Police Stations",23.6868581,37.9903803328918
"Police Stations",23.680394,37.986262
"Police Stations",23.685292,37.9920202413793
"Police Stations",23.685292,37.9920202413793
"Police Stations",23.6807000216049,37.9860955
"Police Stations",23.685292,37.9920202413793
"Police Stations",23.6868581,37.9903803328918
"Police Stations",23.679254,37.984303
"Police Stations",23.685292,37.9920202413793
"Police Stations",23.685292,37.9920202413793
"Police Stations",23.685292,37.9920202413793
"Nursery Schools|Private Schools",23.674,37.9857
"Foreign Language Schools",23.6835,37.991
"Foreign Language Schools",23.7074,38.0876
"Ballet & Dance Schools",23.6424,37.9763
"Nursery Schools|Private Schools",23.6443,37.9863
"Nursery Schools",23.644,37.9846
"Nursery Schools|Kids Creative Learning Centers",23.7013,38.0098
"Foreign Language Schools",23.6614,38.0116
"Foreign Language Schools",23.6619,38.0109
"Foreign Language Schools",23.6986,38.0053
"Foreign Language Schools",23.6764936935194,37.9906227836645
"Driving Schools",23.6857406863711,37.9994146666666
"Driving Schools",23.6803619317905,37.9953497881844
"Foreign Language Schools",23.6806249339869,37.9916473
"Driving Schools",23.6718347,37.9959936182481
"Driving Schools",23.6729382696629,37.992463
"Foreign Language Schools",23.6747626742049,37.9886097661423
"Driving Schools",23.67497,38.005305
"Foreign Language Schools",23.6770578,37.9921701428571
"Driving Schools",23.6761776479966,37.9894095014677
"Driving Schools",23.6737085,37.9848483132879
"Foreign Language Schools",23.6776885,37.9913927806687
"Foreign Language Schools",23.6767276011742,37.9902516650506
"Driving Schools",23.6814632,37.9890679789474
"Hairdressing Schools",23.677902,37.9922314258373
"Ballet & Dance Schools",23.674306003675,37.9941586
"Hairdressing Schools",23.682863837785,37.9912848
"Foreign Language Schools",23.681741560948,37.990655
"Sports Schools",23.677573,37.9905691383149
"Foreign Language Schools",23.675835,37.982874
"Private Schools",23.6693398,37.9955211937771
"Nursery Schools",23.6796229926454,37.9908655134697
"Driving Schools",23.6808296,37.9901815840085
"Foreign Language Schools",23.6890092457831,37.9955086
"Driving Schools",23.6837158203125,37.9979743957519
"Universities",23.669173,37.976677
"Universities",23.6724853,37.9828546676637
"Dentists",23.6793,37.9916
"Dentists|Maxillofacial Surgeons",23.6777,37.9872
"Dentists",23.6795,37.9901
"Dentists",23.6734,37.995
"Dentists|Maxillofacial Surgeons",23.6493,37.9805
"Dentists",23.6807,38.0139
"Dentists",23.6946,38.012
"Dentists",23.6944,38.0134
"Dentists",23.671758,37.995985
"Dentists",23.683312249464,37.9921367
"Dentists",23.67884875,37.9924703438287
"Dentists",23.6803386666666,37.9924518982916
"Dentists",23.6666826155391,37.9922229186932
"Dentists",23.6731115587301,37.994649
"Dentists",23.6823009373088,37.9932746666666
"Dentists",23.6820748,37.9910114347107
"Dentists",23.6844965481774,37.9900107
"Dentists",23.6844884533742,37.9918595
"Dentists",23.6812859150943,37.990651
"Dentists",23.6721102537619,37.9925339999999
"Dentists",23.6792934337392,37.9933134780274
"Dentists",23.6720579,38.0003889497737
"Dentists",23.672385,38.0010016428571
"Dentists",23.6830274285714,37.993346781758
"Dentists",23.67018,38.004751
"Dentists",23.6807683,37.9896893975779
"Dentists",23.66864,37.9973953357942
"Dentists",23.6816681,37.992559433969
"Dentists",23.6740884,38.005217439759
"Dentists",23.6788349031796,37.9902309
"Dentists",23.6839104538961,37.988962
"Dentists",23.6713243,37.9940725200968
"Dentists",23.6678894189189,37.9879234999999
"Dentists",23.6735637697368,37.995672
"Dentists",23.6776557979507,37.9927264034768
"Dentists",23.6787158,37.9920027408138
"Dentists",23.6680953644148,37.9907649
"Dentists",23.6812497,37.9884884789474
"Psychologists",23.6828,37.9927
